"","V1","V2","V3","V4","V5","V6"
"848","muI",9.1,562664101.611572,0.15,0.116,801.081726738558
"849","muI",9.2,561804587.383096,0.148,0.115,745.55067545181
"850","muI",9.3,560959395.939097,0.147,0.114,743.591341106867
"851","muI",9.4,560117442.36924,0.146,0.114,740.655040079898
"852","muI",9.5,559278925.059756,0.145,0.113,736.765926922818
"853","muI",9.6,558443733.859992,0.144,0.112,731.951879179826
"854","muI",9.7,557611457.967119,0.143,0.111,726.244212518084
"855","muI",9.8,556791509.039509,0.143,0.111,774.4207934887
"856","muI",9.9,555984464.6897,0.142,0.11,766.720989754309
"857","muI",10,555183127.559803,0.141,0.109,758.161183568435
"858","muI",10.1,554386058.407203,0.14,0.109,748.78623726947
"859","muI",10.2,553591554.987629,0.139,0.108,738.643140809332
"860","muI",10.3,552797655.440249,0.138,0.108,727.780645587926
"861","muI",10.4,552002140.650047,0.137,0.107,716.248900898053
"862","muI",10.5,551202537.047755,0.136,0.106,704.099097478345
"863","muI",10.6,550406630.853636,0.136,0.106,746.1911829917
"864","muI",10.7,549655163.27284,0.135,0.105,732.059341238545
"865","muI",10.8,548897204.136303,0.134,0.105,717.41134210961
"866","muI",10.9,548129417.982281,0.133,0.104,702.303860332992
"867","muI",11,547348221.941501,0.132,0.103,686.793052075578
"868","muI",11.1,546588388.308739,0.132,0.103,725.35723483489
"869","muI",11.2,545860506.670448,0.131,0.102,707.982779638599
"870","muI",11.3,545114113.544285,0.13,0.102,690.332167804604
"871","muI",11.4,544344799.901223,0.129,0.101,672.461802015407
"872","muI",11.5,543617364.895835,0.129,0.101,708.431344874546
"873","muI",11.6,542901645.062538,0.128,0.1,688.83067087093
"874","muI",11.7,542155937.480454,0.127,0.1,669.148780978231
"875","muI",11.8,541416851.340354,0.127,0.099,703.787808175847
"876","muI",11.9,540724082.964981,0.126,0.099,682.467714592993
"877","muI",12,539992924.327706,0.125,0.098,661.210690818238
"878","muI",12.1,539265822.179013,0.125,0.098,694.305791148366
"879","muI",12.2,538584926.021016,0.124,0.097,671.528750558219
"880","muI",12.3,537855928.373144,0.123,0.097,648.960227069403
"881","muI",12.4,537162008.564592,0.123,0.097,680.338752315347
"882","muI",12.5,536478705.965166,0.122,0.096,656.389268872884
"883","muI",12.6,535736291.850331,0.121,0.096,632.790477721955
"884","muI",12.7,535094675.327456,0.121,0.095,662.321493659409
"885","muI",12.8,534391589.706395,0.12,0.095,637.496089830347
"886","muI",12.9,533711231.297447,0.12,0.094,666.737319270166
"887","muI",13,533045107.083576,0.119,0.094,640.749957631134
"888","muI",13.1,532334495.716861,0.119,0.094,669.629082640681
"889","muI",13.2,531702364.826074,0.118,0.093,642.552286174357
"890","muI",13.3,530986956.081409,0.117,0.093,616.160431780756
"891","muI",13.4,530367728.336549,0.117,0.092,642.914194835711
"892","muI",13.5,529676273.580842,0.116,0.092,615.612381777271
"893","muI",13.6,529044483.061944,0.116,0.092,641.857314874601
"894","muI",13.7,528372514.225697,0.115,0.091,613.730254772555
"895","muI",13.8,527734898.81196,0.115,0.091,639.413211586564
"896","muI",13.9,527077416.141484,0.114,0.09,610.549994878233
"897","muI",14,526440285.430419,0.114,0.09,635.62269697686
"898","muI",14.1,525791772.695365,0.113,0.09,606.115871105311
"899","muI",14.2,525161051.443468,0.113,0.089,630.535170532175
"900","muI",14.3,524515480.944805,0.112,0.089,600.479741873538
"901","muI",14.4,523896731.041362,0.112,0.089,624.207601676158
"902","muI",14.5,523247579.918839,0.111,0.088,593.700167112724
"903","muI",14.6,522646037.403072,0.111,0.088,616.70379142362
"904","muI",14.7,521986287.05178,0.11,0.088,585.841570641955
"905","muI",14.8,521406886.752225,0.11,0.087,608.093372313912
"906","muI",14.9,520729028.679318,0.109,0.087,576.973318788918
"907","muI",15,520176428.027715,0.109,0.087,598.450839740752
"908","muI",15.1,519523857.795191,0.109,0.086,620.748702969838
"909","muI",15.2,518951065.451071,0.108,0.086,587.854620032381
"910","muI",15.3,518332372.054794,0.108,0.086,609.313937168429
"911","muI",15.4,517726478.187936,0.107,0.085,576.386067886104
"912","muI",15.5,517145676.51549,0.107,0.085,596.995212970429
"913","muI",15.6,516497638.9976,0.106,0.085,564.128570476468
"914","muI",15.7,515958532.046563,0.106,0.084,583.880717871251
"915","muI",15.8,515329322.442805,0.106,0.084,604.340361514941
"916","muI",15.9,514765029.47002,0.105,0.084,570.059570297643
"917","muI",16,514183278.68373,0.105,0.084,589.614505136036
"918","muI",16.1,513558576.150017,0.104,0.083,555.620741763116
"919","muI",16.2,513027605.386994,0.104,0.083,574.274560071569
"920","muI",16.3,512412760.025617,0.104,0.083,593.567620844828
"921","muI",16.4,511854893.237862,0.103,0.082,558.412791422587
"922","muI",16.5,511295826.178143,0.103,0.082,576.768210986412
"923","muI",16.6,510657087.678021,0.102,0.082,542.119481963001
"924","muI",16.7,510156717.183811,0.102,0.082,559.550523169643
"925","muI",16.8,509577898.655003,0.102,0.081,577.552422331967
"926","muI",16.9,508986594.444521,0.101,0.081,542.005631181014
"927","muI",17,508470841.896374,0.101,0.081,559.057754336224
"928","muI",17.1,507879954.696869,0.101,0.081,576.65556121259
"929","muI",17.2,507325880.883564,0.1,0.08,540.345147888687
"930","muI",17.3,506802077.062019,0.1,0.08,556.973377819095
"931","muI",17.4,506206206.156365,0.1,0.08,574.121405368843
"932","muI",17.5,505678474.706151,0.099,0.08,537.18598548723
"933","muI",17.6,505153392.008153,0.099,0.079,553.350242044264
"934","muI",17.7,504559082.645086,0.099,0.079,570.007930453965
"935","muI",17.8,504046131.788541,0.098,0.079,532.588536656933
"936","muI",17.9,503526035.815165,0.098,0.079,548.253779112913
"937","muI",18,502939346.163326,0.098,0.078,564.385845904522
"938","muI",18.1,502428949.327146,0.097,0.078,526.624290886429
"939","muI",18.2,501919647.127938,0.097,0.078,541.760605813999
"940","muI",18.3,501346195.206186,0.097,0.078,557.337113704681
"941","muI",18.4,500825456.848245,0.096,0.077,519.374245780726
"942","muI",18.5,500332339.622167,0.096,0.077,533.956846009374
"943","muI",18.6,499777345.216276,0.096,0.077,548.95318366643
"944","muI",18.7,499232702.293941,0.095,0.077,510.927410399374
"945","muI",18.8,498760782.801612,0.095,0.077,524.936558339788
"946","muI",18.9,498229104.084864,0.095,0.076,539.333348762491
"947","muI",19,497646322.275023,0.094,0.076,501.379192374282
"948","muI",19.1,497200267.530292,0.094,0.076,514.800070876919
"949","muI",19.2,496696432.271471,0.094,0.076,528.583016689066
"950","muI",19.3,496135950.661457,0.094,0.076,542.737705531288
"951","muI",19.4,495644762.324055,0.093,0.075,503.652335124842
"952","muI",19.5,495172995.6146,0.093,0.075,516.811999313317
"953","muI",19.6,494646360.491598,0.093,0.075,530.317551371294
"954","muI",19.7,494086962.27321,0.092,0.075,491.601308349355
"955","muI",19.8,493651208.668457,0.092,0.074,504.132851450316
"956","muI",19.9,493162264.736663,0.092,0.074,516.985341419112
"957","muI",20,492621132.88865,0.092,0.074,530.166951667674
"958","muI",20.1,492122279.996875,0.091,0.074,490.659410278942
"959","muI",20.2,491674612.468099,0.091,0.074,502.859211903761
"960","muI",20.3,491176267.719379,0.091,0.073,515.3632463831
"961","muI",20.4,490628186.077678,0.091,0.073,528.178992148347
"962","muI",20.5,490173196.999486,0.09,0.073,488.056645419707
"963","muI",20.6,489720914.282766,0.09,0.073,499.888638319049
"964","muI",20.7,489220265.000841,0.09,0.073,512.007838972516
"965","muI",20.8,488672130.33702,0.09,0.073,524.421082220837
"966","muI",20.9,488243525.724968,0.089,0.072,483.862473858348
"967","muI",21,487793304.074651,0.089,0.072,495.295578023841
"968","muI",21.1,487296838.669782,0.089,0.072,506.998674601332
"969","muI",21.2,486754956.323992,0.089,0.072,518.978025045836
"970","muI",21.3,486334461.503213,0.088,0.072,478.161250068739
"971","muI",21.4,485892411.053244,0.088,0.071,489.169309054049
"972","muI",21.5,485406073.727728,0.088,0.071,500.430192458532
"973","muI",21.6,484876222.619105,0.088,0.071,511.949592936995
"974","muI",21.7,484444759.757083,0.087,0.071,471.049928796653
"975","muI",21.8,484016487.059806,0.087,0.071,481.611787583603
"976","muI",21.9,483545733.939956,0.087,0.071,492.409482868667
"977","muI",22,483033221.760142,0.087,0.07,503.448165351582
"978","muI",22.1,482570898.86227,0.086,0.07,462.635876815319
"979","muI",22.2,482161555.319352,0.086,0.07,472.735268953791
"980","muI",22.3,481711403.006361,0.086,0.07,483.053817094261
"981","muI",22.4,481221113.805557,0.086,0.07,493.59616862729
"982","muI",22.5,480707213.625996,0.085,0.07,453.034538537987
"983","muI",22.6,480321537.910001,0.085,0.069,462.659901870526
"984","muI",22.7,479896605.541035,0.085,0.069,472.488174782073
"985","muI",22.8,479433040.856137,0.085,0.069,482.523531151241
"986","muI",22.9,478931473.142493,0.085,0.069,492.770223321862
"987","muI",23,478488365.660892,0.084,0.069,451.511387395103
"988","muI",23.1,478092908.579375,0.084,0.069,460.842807361241
"989","muI",23.2,477660221.687076,0.084,0.069,470.365179960282
"990","muI",23.3,477190887.100318,0.084,0.068,480.082283217792
"991","muI",23.4,476685492.39724,0.084,0.068,489.997979541447
"992","muI",23.5,476290016.395909,0.083,0.068,448.251015872788
"993","muI",23.6,475892040.113236,0.083,0.068,457.258772194964
"994","muI",23.7,475458682.977642,0.083,0.068,466.445336831762
"995","muI",23.8,474990489.197874,0.083,0.068,475.814155365582
"996","muI",23.9,474488006.867941,0.083,0.067,485.368733522841
"997","muI",24,474116111.12826,0.082,0.067,443.342343951549
"998","muI",24.1,473722190.108805,0.082,0.067,452.001478268843
"999","muI",24.2,473294581.133855,0.082,0.067,460.827301929082
"1000","muI",24.3,472833790.462255,0.082,0.067,469.822922216475
"1001","muI",24.4,472340327.892743,0.082,0.067,478.991498658883
"1002","muI",24.5,471967057.803242,0.081,0.067,436.89084331419
"1003","muI",24.6,471583159.016661,0.081,0.066,445.181260814265
"1004","muI",24.7,471167123.999654,0.081,0.066,453.62637395624
"1005","muI",24.8,470719422.86735,0.081,0.066,462.228978001284
"1006","muI",24.9,470240528.547976,0.081,0.066,470.991903417258
"1007","muI",25,469840004.24468,0.08,0.066,429.015642183162
"1008",NA,NA,NA,NA,NA,NA
"1009","rho",0,1e+07,0,NA,1.11111111111111
"1010","rho",0.1,1e+07,0,NA,1.11111111111111
"1011","rho",0.2,1e+07,0,NA,1.11111111111111
"1012","rho",0.3,1e+07,0,NA,1.11111111111111
"1013","rho",0.4,1e+07,0,NA,1.11111111111111
"1014","rho",0.5,1e+07,0,NA,1.11111111111111
"1015","rho",0.6,1e+07,0,NA,1.11111111111111
"1016","rho",0.7,1e+07,0,NA,1.11111111111111
"1017","rho",0.8,1e+07,0,NA,1.11111111111111
"1018","rho",0.9,1e+07,0,NA,1.11111111111111
"1019","rho",1,1e+07,0,NA,1.11111111111111
"1020","rho",1.1,1e+07,0,NA,1.11111111111111
"1021","rho",1.2,1e+07,0,NA,1.11111111111111
"1022","rho",1.3,1e+07,0,NA,1.11111111111111
"1023","rho",1.4,1e+07,0,NA,1.11111111111111
"1024","rho",1.5,1e+07,0,NA,1.11111111111111
"1025","rho",1.6,1e+07,0,NA,1.11111111111111
"1026","rho",1.7,1e+07,0,NA,1.11111111111111
"1027","rho",1.8,13290075.3702003,2.474,NA,1.75012471244341
"1028","rho",1.9,21076512.7027091,2.927,NA,3.11805727132823
"1029","rho",2,31550050.4972554,2.866,NA,5.17535000528975
"1030","rho",2.1,43703666.8920935,2.671,NA,7.86407819117473
"1031","rho",2.2,56832071.7037163,2.462,NA,11.1264210171446
"1032","rho",2.3,70461900.8006252,2.268,NA,14.8891223201833
"1033","rho",2.4,84277363.9836871,2.098,NA,19.1117407925414
"1034","rho",2.5,98067750.6354253,1.95,NA,23.7393171457231
"1035","rho",2.6,111692926.872615,1.822,NA,28.7538374147721
"1036","rho",2.7,125060840.339133,1.709,NA,34.0516262329405
"1037","rho",2.8,138112180.738189,1.61,NA,39.6445878335507
"1038","rho",2.9,150810696.852197,1.523,NA,45.5343173281214
"1039","rho",3,163135767.468719,1.445,NA,51.6025840288034
"1040","rho",3.1,175078238.465362,1.376,1.766,57.9744246520803
"1041","rho",3.2,186636149.75648,1.313,1.522,64.4041094306512
"1042","rho",3.3,197813608.160851,1.257,1.391,71.1776581504633
"1043","rho",3.4,208617487.475877,1.206,1.291,78.1074992231863
"1044","rho",3.5,219058047.698089,1.159,1.209,85.0695774701737
"1045","rho",3.6,229146403.956834,1.116,1.139,92.1740941247497
"1046","rho",3.7,238894841.703781,1.076,1.078,99.2122236650822
"1047","rho",3.8,248316379.233053,1.04,1.025,106.73042862898
"1048","rho",3.9,257423811.498965,1.006,0.978,114.034171650506
"1049","rho",4,266230059.358707,0.975,0.936,121.73845838593
"1050","rho",4.1,274747771.749534,0.946,0.898,129.465976584602
"1051","rho",4.2,282989674.896749,0.918,0.863,136.589080674754
"1052","rho",4.3,290967854.165205,0.893,0.831,144.693130531737
"1053","rho",4.4,298693324.430845,0.869,0.802,152.400758235084
"1054","rho",4.5,306176820.371495,0.847,0.775,160.721444107479
"1055","rho",4.6,313430226.59414,0.825,0.75,167.70212289549
"1056","rho",4.7,320462666.160082,0.805,0.727,175.541792111189
"1057","rho",4.8,327284195.441437,0.787,0.705,184.635153905065
"1058","rho",4.9,333904164.413829,0.769,0.685,192.48159282566
"1059","rho",5,340330733.450518,0.752,0.666,200.443851843305
"1060","rho",5.1,346572121.42098,0.736,0.648,208.670010019012
"1061","rho",5.2,352636000.545716,0.72,0.631,215.463380673669
"1062","rho",5.3,358531658.58637,0.706,0.616,224.630470435587
"1063","rho",5.4,364263971.35247,0.692,0.601,232.509058174608
"1064","rho",5.5,369840193.160461,0.679,0.587,241.221077153783
"1065","rho",5.6,375267224.13614,0.666,0.573,248.56411191294
"1066","rho",5.7,380550821.334148,0.654,0.561,256.998890149406
"1067","rho",5.8,385695355.701129,0.642,0.549,264.035502369189
"1068","rho",5.9,390709340.673916,0.631,0.537,272.487427454465
"1069","rho",6,395595987.326604,0.621,0.526,282.731493806521
"1070","rho",6.1,400359282.587224,0.61,0.516,288.439323736798
"1071","rho",6.2,405006591.570162,0.601,0.506,299.559160503781
"1072","rho",6.3,409540916.076648,0.591,0.497,305.844708434811
"1073","rho",6.4,413965908.152801,0.582,0.488,314.482915857977
"1074","rho",6.5,418285212.362633,0.573,0.479,321.780448372307
"1075","rho",6.6,422504665.990274,0.565,0.47,331.989215419215
"1076","rho",6.7,426625595.313743,0.557,0.462,341.032847015057
"1077","rho",6.8,430653835.679228,0.549,0.455,348.783136780278
"1078","rho",6.9,434591048.925071,0.541,0.447,355.126726990532
"1079","rho",7,438440774.033107,0.534,0.44,365.254123071147
"1080","rho",7.1,442205524.921945,0.527,0.433,374.221315802786
"1081","rho",7.2,445889829.846237,0.52,0.427,381.916013083466
"1082","rho",7.3,449495047.380554,0.513,0.42,388.239319553649
"1083","rho",7.4,453022879.096246,0.507,0.414,399.407686003511
"1084","rho",7.5,456477631.922292,0.5,0.408,402.937370139535
"1085","rho",7.6,459862229.502853,0.494,0.402,411.628639219297
"1086","rho",7.7,463176440.707368,0.488,0.397,419.087942782992
"1087","rho",7.8,466425310.237714,0.483,0.391,432.615656740429
"1088","rho",7.9,469610144.206309,0.477,0.386,437.599157773462
"1089","rho",8,472730033.598014,0.472,0.381,449.072913494564
"1090","rho",8.1,475789276.37762,0.466,0.376,451.266397035337
"1091","rho",8.2,478791863.105705,0.461,0.371,460.343854766916
"1092","rho",8.3,481736103.985616,0.456,0.367,468.271215944106
"1093","rho",8.4,484623479.851808,0.451,0.362,474.976205361593
"1094","rho",8.5,487460972.049328,0.447,0.358,489.855900902821
"1095","rho",8.6,490244819.980473,0.442,0.354,494.176468221077
"1096","rho",8.7,492975881.265454,0.438,0.35,507.215529777747
"1097","rho",8.8,495659855.919884,0.433,0.346,508.891291484681
"1098","rho",8.9,498296665.055037,0.429,0.342,519.786886416655
"1099","rho",9,500885468.834292,0.425,0.338,529.706874161591
"1100","rho",9.1,503429099.237667,0.421,0.334,538.580635451521
"1101","rho",9.2,505929414.265503,0.417,0.331,546.344186050992
"1102","rho",9.3,508387318.342773,0.413,0.327,552.941055394758
"1103","rho",9.4,510802779.792186,0.409,0.324,558.323059601635
"1104","rho",9.5,513174844.703398,0.405,0.32,562.450973070434
"1105","rho",9.6,515514279.141005,0.402,0.317,578.475413872881
"1106","rho",9.7,517810659.776197,0.398,0.314,580.222768017726
"1107","rho",9.8,520072425.895358,0.395,0.311,594.540564444413
"1108","rho",9.9,522292630.636996,0.391,0.308,593.737479200251
"1109","rho",10,524484971.13438,0.388,0.305,606.114015179714
"1110","rho",10.1,526639362.425608,0.385,0.302,617.6887213214
"1111","rho",10.2,528758525.810468,0.382,0.299,628.40126465166
"1112","rho",10.3,530844642.434959,0.379,0.296,638.195108434118
"1113","rho",10.4,532899368.061106,0.376,0.294,647.018063245395
"1114","rho",10.5,534923846.88219,0.373,0.291,654.822809889903
"1115","rho",10.6,536918723.533504,0.37,0.288,661.567377736325
"1116","rho",10.7,538884153.526523,0.367,0.286,667.215573360598
"1117","rho",10.8,540819812.159668,0.364,0.283,671.737356252501
"1118","rho",10.9,542724901.497878,0.361,0.281,675.109149736742
"1119","rho",11,544600558.431072,0.359,0.279,696.206952695274
"1120","rho",11.1,546456800.950273,0.356,0.276,697.461893579233
"1121","rho",11.2,548280279.216706,0.353,0.274,697.499443037764
"1122","rho",11.3,550080299.292948,0.351,0.272,716.406662799929
"1123","rho",11.4,551854806.386276,0.348,0.27,714.146771516954
"1124","rho",11.5,553604453.004475,0.346,0.267,731.6098850737
"1125","rho",11.6,555327961.096943,0.343,0.265,726.962786124417
"1126","rho",11.7,557032990.40861,0.341,0.263,742.803490692651
"1127","rho",11.8,558708461.658302,0.339,0.261,758.12973591529
"1128","rho",11.9,560364536.557023,0.336,0.259,749.793921374726
"1129","rho",12,562001634.143943,0.334,0.257,763.262361919382
"1130","rho",12.1,563613953.354163,0.332,0.255,776.083802124336
"1131","rho",12.2,565203185.263112,0.33,0.254,788.214710233565
"1132","rho",12.3,566770794.417814,0.328,0.252,799.613493098094
"1133","rho",12.4,568320159.130303,0.325,0.25,784.823593223502
"1134","rho",12.5,569852154.81966,0.323,0.248,794.083632781282
"1135","rho",12.6,571363767.685759,0.321,0.246,802.525401700619
"1136","rho",12.7,572855600.044136,0.319,0.245,810.119578276762
"1137","rho",12.8,574328055.019742,0.317,0.243,816.839870812564
"1138","rho",12.9,575781341.578771,0.315,0.241,822.663203972181
"1139","rho",13,577217044.253097,0.314,0.24,855.933839341157
"1140","rho",13.1,578639275.743379,0.312,0.238,860.291293042839
"1141","rho",13.2,580043857.648765,0.31,0.237,863.668203427332
"1142","rho",13.3,581430290.560435,0.308,0.235,866.054291823866
"1143","rho",13.4,582797898.481787,0.306,0.233,867.443183303331
"1144","rho",13.5,584145828.914823,0.304,0.232,867.832411820727
"1145","rho",13.6,585483611.248108,0.303,0.23,898.559049891365
"1146","rho",13.7,586807968.68623,0.301,0.229,897.129890752062
"1147","rho",13.8,588111276.949683,0.299,0.228,894.674734447071
"1148","rho",13.9,589397713.177279,0.298,0.226,924.251630457489
"1149","rho",14,590678947.03515,0.296,0.225,919.842502824772
"1150","rho",14.1,591936465.986422,0.294,0.223,914.411750467139
"1151","rho",14.2,593183979.426984,0.293,0.222,942.473482986593
"1152","rho",14.3,594418620.619091,0.291,0.221,935.003575829454
"1153","rho",14.4,595632451.042108,0.29,0.219,962.337310657145
"1154","rho",14.5,596843666.289288,0.288,0.218,952.771854724375
"1155","rho",14.6,598028706.069486,0.287,0.217,979.230898570706
"1156","rho",14.7,599215073.899126,0.285,0.216,967.53565858698
"1157","rho",14.8,600375446.880703,0.284,0.214,992.982332534457
"1158","rho",14.9,601534701.508212,0.282,0.213,979.146433656175
"1159","rho",15,602673810.42009,0.281,0.212,1003.45417100462
"1160","rho",15.1,603802862.264347,0.279,0.211,987.490830382846
"1161","rho",15.2,604923430.054924,0.278,0.21,1010.54608901522
"1162","rho",15.3,606020885.01206,0.277,0.208,1033.58299899266
"1163","rho",15.4,607122483.575394,0.275,0.207,1014.19672349724
"1164","rho",15.5,608205423.387886,0.274,0.206,1035.81300618292
"1165","rho",15.6,609268591.655697,0.273,0.205,1057.31312028818
"1166","rho",15.7,610337331.38913,0.271,0.204,1034.50239304679
"1167","rho",15.8,611388690.231105,0.27,0.203,1054.4403917265
"1168","rho",15.9,612422989.922712,0.269,0.202,1074.17056676636
"1169","rho",16,613451280.8602,0.267,0.201,1048.00940654137
"1170","rho",16.1,614475254.896786,0.266,0.2,1066.06723940786
"1171","rho",16.2,615484308.051068,0.265,0.199,1083.83432806503
"1172","rho",16.3,616479377.071653,0.264,0.198,1101.28387325619
"1173","rho",16.4,617461480.116136,0.262,0.197,1070.49162081086
"1174","rho",16.5,618447234.075911,0.261,0.196,1086.14809127338
"1175","rho",16.6,619420447.677666,0.26,0.195,1101.41735612881
"1176","rho",16.7,620381837.358128,0.259,0.194,1116.27529323358
"1177","rho",16.8,621332067.700689,0.258,0.193,1130.69821120694
"1178","rho",16.9,622271753.060417,0.257,0.192,1144.66292934375
"1179","rho",17,623201459.100767,0.256,0.191,1158.14685149949
"1180","rho",17.1,624122314.50261,0.254,0.19,1118.72313070069
"1181","rho",17.2,625042040.833713,0.253,0.189,1130.27309960821
"1182","rho",17.3,625952178.830696,0.252,0.188,1141.29960256618
"1183","rho",17.4,626853112.376421,0.251,0.187,1151.78455551447
"1184","rho",17.5,627745182.872112,0.25,0.187,1161.71075741033
"1185","rho",17.6,628628690.135448,0.249,0.186,1171.06192647258
"1186","rho",17.7,629503893.524618,0.248,0.185,1179.82276061675
"1187","rho",17.8,630371012.74551,0.247,0.184,1187.97897759451
"1188","rho",17.9,631230228.976797,0.246,0.183,1195.51736522054
"1189","rho",18,632081685.762132,0.245,0.182,1202.42582328831
"1190","rho",18.1,632925489.276238,0.244,0.182,1208.69338550848
"1191","rho",18.2,633761709.65811,0.243,0.181,1214.31027245206
"1192","rho",18.3,634590381.465728,0.242,0.18,1219.26790632416
"1193","rho",18.4,635411503.978397,0.241,0.179,1223.55894032586
"1194","rho",18.5,636225042.33622,0.24,0.178,1227.17728426081
"1195","rho",18.6,637030927.345654,0.239,0.178,1230.11811756283
"1196","rho",18.7,637829056.439567,0.238,0.177,1232.37789646415
"1197","rho",18.8,638619293.641876,0.237,0.176,1233.95436399672
"1198","rho",18.9,639408443.724455,0.237,0.175,1299.22252033837
"1199","rho",19,640193086.009684,0.236,0.175,1299.75818650617
"1200","rho",19.1,640970385.761285,0.235,0.174,1299.57026114046
"1201","rho",19.2,641740091.471835,0.234,0.173,1298.6611894646
"1202","rho",19.3,642501920.580911,0.233,0.173,1297.03477619617
"1203","rho",19.4,643255559.049594,0.232,0.172,1294.69613818407
"1204","rho",19.5,644000661.919266,0.231,0.171,1291.65172263925
"1205","rho",19.6,644736852.752117,0.23,0.17,1287.90924388419
"1206","rho",19.7,645476673.047392,0.23,0.17,1353.34637577879
"1207","rho",19.8,646212893.464276,0.229,0.169,1348.24356219622
"1208","rho",19.9,646940142.222051,0.228,0.168,1342.42803301147
"1209","rho",20,647657938.501489,0.227,0.168,1335.91255272087
"1210","rho",20.1,648365770.35422,0.226,0.167,1328.71106760724
"1211","rho",20.2,649067815.714548,0.226,0.167,1394.68325733136
"1212","rho",20.3,649778200.216645,0.225,0.166,1385.94565497566
"1213","rho",20.4,650478228.064166,0.224,0.165,1376.52429552169
"1214","rho",20.5,651167285.654674,0.223,0.165,1366.43804265731
"1215","rho",20.6,651844727.81008,0.222,0.164,1355.70676317177
"1216","rho",20.7,652528156.337724,0.222,0.163,1421.3732612076
"1217","rho",20.8,653209716.095603,0.221,0.163,1408.97094808842
"1218","rho",20.9,653878955.027158,0.22,0.162,1395.94336907443
"1219","rho",21,654535125.734029,0.219,0.162,1382.31482957257
"1220","rho",21.1,655198225.766745,0.219,0.161,1448.04184696107
"1221","rho",21.2,655859381.021128,0.218,0.16,1432.64584657097
"1222","rho",21.3,656506528.595606,0.217,0.16,1416.68246372422
"1223","rho",21.4,657139196.977071,0.217,0.159,1483.28300151381
"1224","rho",21.5,657791942.08428,0.216,0.159,1465.46846351356
"1225","rho",21.6,658429580.472726,0.215,0.158,1447.13052732371
"1226","rho",21.7,659051189.550258,0.214,0.158,1428.30035072563
"1227","rho",21.8,659681253.184481,0.214,0.157,1494.10126245306
"1228","rho",21.9,660308479.080695,0.213,0.156,1473.37260387628
"1229","rho",22,660918347.272757,0.212,0.156,1452.20859883577
"1230","rho",22.1,661530699.694778,0.212,0.155,1518.27555400092
"1231","rho",22.2,662146211.081387,0.211,0.155,1495.16448884171
"1232","rho",22.3,662742878.959679,0.21,0.154,1471.68460215624
"1233","rho",22.4,663342516.37115,0.21,0.154,1537.76862554704
"1234","rho",22.5,663944626.258092,0.209,0.153,1512.30846569793
"1235","rho",22.6,664526248.743051,0.208,0.153,1486.5550962683
"1236","rho",22.7,665117852.97876,0.208,0.152,1552.40759301817
"1237","rho",22.8,665704499.310958,0.207,0.152,1524.65671862775
"1238","rho",22.9,666268852.781619,0.206,0.151,1496.6965144013
"1239","rho",23,666856828.816538,0.206,0.151,1562.07231559848
"1240","rho",23.1,667425579.033982,0.205,0.15,1532.11365556644
"1241","rho",23.2,667985517.55191,0.205,0.15,1598.6974867675
"1242","rho",23.3,668558574.819232,0.204,0.149,1566.69716662934
"1243","rho",23.4,669106627.346149,0.203,0.149,1534.63727338951
"1244","rho",23.5,669669854.738576,0.203,0.148,1600.34791525629
"1245","rho",23.6,670221266.95449,0.202,0.148,1566.27184111679
"1246","rho",23.7,670761255.492282,0.202,0.147,1632.9679363576
"1247","rho",23.8,671315750.325634,0.201,0.147,1596.84793166668
"1248","rho",23.9,671842146.636085,0.2,0.146,1560.84096117291
"1249","rho",24,672391678.184952,0.2,0.146,1626.27488310135
"1250","rho",24.1,672919902.879765,0.199,0.145,1588.27604638259
"1251","rho",24.2,673450494.981284,0.199,0.145,1654.46455677989
"1252","rho",24.3,673980096.247934,0.198,0.145,1614.46235989452
"1253","rho",24.4,674493496.222524,0.198,0.144,1681.33186285451
"1254","rho",24.5,675023959.767451,0.197,0.144,1639.32082174007
"1255","rho",24.6,675521835.867244,0.197,0.143,1706.79514655266
"1256","rho",24.7,676052586.259287,0.196,0.143,1662.77590791871
"1257","rho",24.8,676549615.37452,0.195,0.142,1619.23116949447
"1258","rho",24.9,677066935.718337,0.195,0.142,1684.75624539321
"1259","rho",25,677562486.627007,0.194,0.142,1639.30163106133
